,L19,L18,L17,L16,L15,L14,L13,L12,L11,L10,L9,L8,L7,L6,L5,L4,L3,L2,L1,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,pred_4
126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,6,1,1,1,4,4,5,5,8,3,7,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.784345855
127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,4,4,5,5,8,3,7,4,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.717350314
128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,5,5,8,3,7,1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.578327911
129,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,4,5,5,8,3,7,1,7,5,5,8,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.749513361
130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,1,4,4,5,5,8,3,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.59997689
131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,4,4,5,5,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.581052686
132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1,4,4,5,5,8,3,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.585232228
133,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,8,3,7,1,7,5,5,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.701547699
134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,4,4,5,5,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.576593663
135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,1,4,4,5,5,8,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.593635842
136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,1,4,4,5,5,8,3,7,1,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.651960552
137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,5,5,8,3,7,1,7,5,5,8,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.726346764
138,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,4,5,5,8,3,7,1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.612129153
139,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,4,4,5,5,8,3,7,1,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.64947845
140,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,4,4,5,5,8,3,7,1,7,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.660032955
141,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,1,5,1,4,4,5,5,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.679610212
142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,1,4,4,5,5,8,3,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.607486241
143,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,4,4,5,5,8,3,7,1,7,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.646672201
144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,3,6,1,5,1,4,4,5,5,8,3,7,1,7,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.749841803
145,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,4,5,5,5,3,7,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.794711222
146,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,4,4,5,4,8,3,7,1,7,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.731202436
147,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,1,1,4,4,5,5,8,3,7,1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.677571796
148,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,4,5,5,8,3,7,4,7,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.714197735
149,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,3,6,1,5,1,4,4,5,5,8,3,7,1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.7290861
150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,3,1,1,1,1,4,4,5,5,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.620951071
